,Comunidades y Ciudades Autónomas,Viajeros y pernoctaciones,Residencia,Periodo,Total
4041,"15 Navarra, Comunidad Foral de",Viajero,Residentes en España,2018M07,5.812
4042,"15 Navarra, Comunidad Foral de",Viajero,Residentes en España,2018M06,6.234
4043,"15 Navarra, Comunidad Foral de",Viajero,Residentes en España,2018M05,5.042
4044,"15 Navarra, Comunidad Foral de",Viajero,Residentes en España,2018M04,4.590
4045,"15 Navarra, Comunidad Foral de",Viajero,Residentes en España,2018M03,4.708
4046,"15 Navarra, Comunidad Foral de",Viajero,Residentes en España,2018M02,1.833
4047,"15 Navarra, Comunidad Foral de",Viajero,Residentes en España,2018M01,1.401
4048,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2021M08,1.027
4049,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2021M07,642
4050,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2021M06,428
4051,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2021M05,275
4052,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2021M04,84
4053,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2021M03,187
4054,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2021M02,.
4055,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2021M01,113
4056,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2020M12,123
4057,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2020M11,17
4058,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2020M10,417
4059,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2020M09,296
4060,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2020M08,1.063
4061,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2020M07,1.238
4062,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2020M06,199
4063,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2020M05,.
4064,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2020M04,0
4065,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2020M03,138
4066,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2020M02,736
4067,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2020M01,661
4068,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2019M12,946
4069,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2019M11,914
4070,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2019M10,1.921
4071,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2019M09,2.548
4072,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2019M08,3.601
4073,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2019M07,3.362
4074,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2019M06,2.852
4075,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2019M05,2.686
4076,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2019M04,1.423
4077,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2019M03,670
4078,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2019M02,437
4079,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2019M01,759
4080,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2018M12,976
4081,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2018M11,1.014
4082,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2018M10,1.976
4083,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2018M09,2.626
4084,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2018M08,4.279
4085,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2018M07,3.345
4086,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2018M06,2.734
4087,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2018M05,3.248
4088,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2018M04,2.100
4089,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2018M03,970
4090,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2018M02,434
4091,"15 Navarra, Comunidad Foral de",Viajero,Residentes en el Extranjero,2018M01,513
4092,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2021M08,28.370
4093,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2021M07,20.771
4094,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2021M06,13.052
4095,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2021M05,9.865
4096,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2021M04,7.682
4097,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2021M03,9.361
4098,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2021M02,8.438
4099,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2021M01,7.236
4100,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2020M12,9.928
4101,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2020M11,7.718
4102,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2020M10,10.240
4103,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2020M09,12.677
4104,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2020M08,25.346
4105,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2020M07,17.591
4106,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2020M06,7.091
4107,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2020M05,4.183
4108,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2020M04,0
4109,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2020M03,5.331
4110,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2020M02,15.726
4111,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2020M01,13.447
4112,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2019M12,19.133
4113,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2019M11,18.464
4114,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2019M10,17.512
4115,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2019M09,19.439
4116,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2019M08,36.419
4117,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2019M07,20.787
4118,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2019M06,20.934
4119,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2019M05,18.983
4120,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2019M04,16.011
4121,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2019M03,10.809
4122,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2019M02,8.155
4123,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2019M01,7.175
4124,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2018M12,22.045
4125,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2018M11,22.511
4126,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2018M10,22.816
4127,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2018M09,22.994
4128,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2018M08,49.499
4129,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2018M07,31.096
4130,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2018M06,23.970
4131,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2018M05,21.409
4132,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2018M04,19.641
4133,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2018M03,20.088
4134,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2018M02,11.057
4135,"15 Navarra, Comunidad Foral de",Pernoctaciones,Total ,2018M01,10.063
4136,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2021M08,24.736
4137,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2021M07,19.163
4138,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2021M06,11.834
4139,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2021M05,9.188
4140,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2021M04,5.930
4141,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2021M03,7.080
4142,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2021M02,7.317
4143,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2021M01,5.098
4144,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2020M12,7.574
4145,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2020M11,7.016
4146,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2020M10,8.135
4147,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2020M09,11.360
4148,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2020M08,22.896
4149,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2020M07,15.439
4150,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2020M06,6.610
4151,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2020M05,.
4152,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2020M04,0
4153,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2020M03,4.451
4154,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2020M02,11.550
4155,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2020M01,9.266
4156,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2019M12,16.240
4157,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2019M11,13.336
4158,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2019M10,11.884
4159,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2019M09,13.118
4160,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2019M08,26.532
4161,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2019M07,13.152
4162,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2019M06,12.716
4163,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2019M05,10.231
4164,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2019M04,11.452
4165,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2019M03,7.576
4166,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2019M02,6.149
4167,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2019M01,4.124
4168,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2018M12,16.892
4169,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2018M11,17.071
4170,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2018M10,16.628
4171,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2018M09,15.239
4172,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2018M08,37.314
4173,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2018M07,20.959
4174,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2018M06,15.914
4175,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2018M05,13.318
4176,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2018M04,12.792
4177,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2018M03,16.622
4178,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2018M02,8.326
4179,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en España,2018M01,6.852
4180,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2021M08,3.634
4181,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2021M07,1.608
4182,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2021M06,1.218
4183,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2021M05,677
4184,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2021M04,1.752
4185,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2021M03,2.281
4186,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2021M02,1.121
4187,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2021M01,2.138
4188,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2020M12,2.354
4189,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2020M11,702
4190,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2020M10,2.105
4191,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2020M09,1.317
4192,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2020M08,2.450
4193,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2020M07,2.152
4194,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2020M06,482
4195,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2020M05,.
4196,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2020M04,0
4197,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2020M03,880
4198,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2020M02,4.177
4199,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2020M01,4.181
4200,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2019M12,2.893
4201,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2019M11,5.128
4202,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2019M10,5.628
4203,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2019M09,6.321
4204,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2019M08,9.888
4205,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2019M07,7.635
4206,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2019M06,8.218
4207,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2019M05,8.753
4208,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2019M04,4.559
4209,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2019M03,3.233
4210,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2019M02,2.006
4211,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2019M01,3.051
4212,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2018M12,5.153
4213,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2018M11,5.440
4214,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2018M10,6.188
4215,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2018M09,7.755
4216,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2018M08,12.185
4217,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2018M07,10.137
4218,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2018M06,8.055
4219,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2018M05,8.091
4220,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2018M04,6.849
4221,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2018M03,3.467
4222,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2018M02,2.731
4223,"15 Navarra, Comunidad Foral de",Pernoctaciones,Residentes en el Extranjero,2018M01,3.211
4224,16 País Vasco,Viajero,Total ,2021M08,18.265
4225,16 País Vasco,Viajero,Total ,2021M07,12.491
4226,16 País Vasco,Viajero,Total ,2021M06,6.615
4227,16 País Vasco,Viajero,Total ,2021M05,4.044
4228,16 País Vasco,Viajero,Total ,2021M04,4.321
4229,16 País Vasco,Viajero,Total ,2021M03,3.394
4230,16 País Vasco,Viajero,Total ,2021M02,1.417
4231,16 País Vasco,Viajero,Total ,2021M01,1.877
4232,16 País Vasco,Viajero,Total ,2020M12,2.281
4233,16 País Vasco,Viajero,Total ,2020M11,1.331
4234,16 País Vasco,Viajero,Total ,2020M10,4.571
4235,16 País Vasco,Viajero,Total ,2020M09,5.533
4236,16 País Vasco,Viajero,Total ,2020M08,12.332
4237,16 País Vasco,Viajero,Total ,2020M07,9.312
4238,16 País Vasco,Viajero,Total ,2020M06,2.897
4239,16 País Vasco,Viajero,Total ,2020M05,1.046
4240,16 País Vasco,Viajero,Total ,2020M04,0
4241,16 País Vasco,Viajero,Total ,2020M03,1.766
4242,16 País Vasco,Viajero,Total ,2020M02,5.997
4243,16 País Vasco,Viajero,Total ,2020M01,4.132
4244,16 País Vasco,Viajero,Total ,2019M12,8.588
4245,16 País Vasco,Viajero,Total ,2019M11,7.134
4246,16 País Vasco,Viajero,Total ,2019M10,12.453
4247,16 País Vasco,Viajero,Total ,2019M09,12.611
4248,16 País Vasco,Viajero,Total ,2019M08,18.081
4249,16 País Vasco,Viajero,Total ,2019M07,16.305
4250,16 País Vasco,Viajero,Total ,2019M06,13.535
4251,16 País Vasco,Viajero,Total ,2019M05,11.815
4252,16 País Vasco,Viajero,Total ,2019M04,11.335
4253,16 País Vasco,Viajero,Total ,2019M03,7.544
4254,16 País Vasco,Viajero,Total ,2019M02,4.742
4255,16 País Vasco,Viajero,Total ,2019M01,3.977
4256,16 País Vasco,Viajero,Total ,2018M12,8.018
4257,16 País Vasco,Viajero,Total ,2018M11,6.692
4258,16 País Vasco,Viajero,Total ,2018M10,10.686
4259,16 País Vasco,Viajero,Total ,2018M09,12.061
4260,16 País Vasco,Viajero,Total ,2018M08,18.313
4261,16 País Vasco,Viajero,Total ,2018M07,16.635
4262,16 País Vasco,Viajero,Total ,2018M06,14.603
4263,16 País Vasco,Viajero,Total ,2018M05,11.565
4264,16 País Vasco,Viajero,Total ,2018M04,9.729
4265,16 País Vasco,Viajero,Total ,2018M03,7.207
4266,16 País Vasco,Viajero,Total ,2018M02,4.123
4267,16 País Vasco,Viajero,Total ,2018M01,3.162
4268,16 País Vasco,Viajero,Residentes en España,2021M08,13.771
4269,16 País Vasco,Viajero,Residentes en España,2021M07,9.167
4270,16 País Vasco,Viajero,Residentes en España,2021M06,5.537
4271,16 País Vasco,Viajero,Residentes en España,2021M05,3.340
4272,16 País Vasco,Viajero,Residentes en España,2021M04,4.125
4273,16 País Vasco,Viajero,Residentes en España,2021M03,3.166
4274,16 País Vasco,Viajero,Residentes en España,2021M02,1.200
4275,16 País Vasco,Viajero,Residentes en España,2021M01,1.637
4276,16 País Vasco,Viajero,Residentes en España,2020M12,2.038
4277,16 País Vasco,Viajero,Residentes en España,2020M11,1.196
4278,16 País Vasco,Viajero,Residentes en España,2020M10,3.892
4279,16 País Vasco,Viajero,Residentes en España,2020M09,4.899
4280,16 País Vasco,Viajero,Residentes en España,2020M08,10.105
4281,16 País Vasco,Viajero,Residentes en España,2020M07,6.887
4282,16 País Vasco,Viajero,Residentes en España,2020M06,2.625
4283,16 País Vasco,Viajero,Residentes en España,2020M05,.
4284,16 País Vasco,Viajero,Residentes en España,2020M04,0
4285,16 País Vasco,Viajero,Residentes en España,2020M03,1.208
4286,16 País Vasco,Viajero,Residentes en España,2020M02,4.364
4287,16 País Vasco,Viajero,Residentes en España,2020M01,3.141
4288,16 País Vasco,Viajero,Residentes en España,2019M12,5.736
4289,16 País Vasco,Viajero,Residentes en España,2019M11,5.017
4290,16 País Vasco,Viajero,Residentes en España,2019M10,6.303
4291,16 País Vasco,Viajero,Residentes en España,2019M09,6.117
4292,16 País Vasco,Viajero,Residentes en España,2019M08,8.704
4293,16 País Vasco,Viajero,Residentes en España,2019M07,6.570
4294,16 País Vasco,Viajero,Residentes en España,2019M06,5.697
4295,16 País Vasco,Viajero,Residentes en España,2019M05,5.039
4296,16 País Vasco,Viajero,Residentes en España,2019M04,6.332
4297,16 País Vasco,Viajero,Residentes en España,2019M03,5.014
4298,16 País Vasco,Viajero,Residentes en España,2019M02,2.965
4299,16 País Vasco,Viajero,Residentes en España,2019M01,2.619
4300,16 País Vasco,Viajero,Residentes en España,2018M12,5.308
4301,16 País Vasco,Viajero,Residentes en España,2018M11,4.926
4302,16 País Vasco,Viajero,Residentes en España,2018M10,5.121
4303,16 País Vasco,Viajero,Residentes en España,2018M09,5.725
4304,16 País Vasco,Viajero,Residentes en España,2018M08,9.979
4305,16 País Vasco,Viajero,Residentes en España,2018M07,7.269
4306,16 País Vasco,Viajero,Residentes en España,2018M06,6.704
4307,16 País Vasco,Viajero,Residentes en España,2018M05,4.503
4308,16 País Vasco,Viajero,Residentes en España,2018M04,5.779
4309,16 País Vasco,Viajero,Residentes en España,2018M03,5.408
4310,16 País Vasco,Viajero,Residentes en España,2018M02,3.116
4311,16 País Vasco,Viajero,Residentes en España,2018M01,2.257
4312,16 País Vasco,Viajero,Residentes en el Extranjero,2021M08,4.494
4313,16 País Vasco,Viajero,Residentes en el Extranjero,2021M07,3.325
4314,16 País Vasco,Viajero,Residentes en el Extranjero,2021M06,1.078
4315,16 País Vasco,Viajero,Residentes en el Extranjero,2021M05,704
4316,16 País Vasco,Viajero,Residentes en el Extranjero,2021M04,195
4317,16 País Vasco,Viajero,Residentes en el Extranjero,2021M03,228
4318,16 País Vasco,Viajero,Residentes en el Extranjero,2021M02,216
4319,16 País Vasco,Viajero,Residentes en el Extranjero,2021M01,240
4320,16 País Vasco,Viajero,Residentes en el Extranjero,2020M12,243
4321,16 País Vasco,Viajero,Residentes en el Extranjero,2020M11,134
4322,16 País Vasco,Viajero,Residentes en el Extranjero,2020M10,679
4323,16 País Vasco,Viajero,Residentes en el Extranjero,2020M09,634
4324,16 País Vasco,Viajero,Residentes en el Extranjero,2020M08,2.227
4325,16 País Vasco,Viajero,Residentes en el Extranjero,2020M07,2.425
4326,16 País Vasco,Viajero,Residentes en el Extranjero,2020M06,273
4327,16 País Vasco,Viajero,Residentes en el Extranjero,2020M05,.
4328,16 País Vasco,Viajero,Residentes en el Extranjero,2020M04,0
4329,16 País Vasco,Viajero,Residentes en el Extranjero,2020M03,559
4330,16 País Vasco,Viajero,Residentes en el Extranjero,2020M02,1.633
4331,16 País Vasco,Viajero,Residentes en el Extranjero,2020M01,992
4332,16 País Vasco,Viajero,Residentes en el Extranjero,2019M12,2.852
4333,16 País Vasco,Viajero,Residentes en el Extranjero,2019M11,2.118
4334,16 País Vasco,Viajero,Residentes en el Extranjero,2019M10,6.150
4335,16 País Vasco,Viajero,Residentes en el Extranjero,2019M09,6.493
4336,16 País Vasco,Viajero,Residentes en el Extranjero,2019M08,9.377
4337,16 País Vasco,Viajero,Residentes en el Extranjero,2019M07,9.735
4338,16 País Vasco,Viajero,Residentes en el Extranjero,2019M06,7.838
4339,16 País Vasco,Viajero,Residentes en el Extranjero,2019M05,6.777
4340,16 País Vasco,Viajero,Residentes en el Extranjero,2019M04,5.004
4341,16 País Vasco,Viajero,Residentes en el Extranjero,2019M03,2.530
4342,16 País Vasco,Viajero,Residentes en el Extranjero,2019M02,1.777
4343,16 País Vasco,Viajero,Residentes en el Extranjero,2019M01,1.358
4344,16 País Vasco,Viajero,Residentes en el Extranjero,2018M12,2.709
4345,16 País Vasco,Viajero,Residentes en el Extranjero,2018M11,1.766
4346,16 País Vasco,Viajero,Residentes en el Extranjero,2018M10,5.565
4347,16 País Vasco,Viajero,Residentes en el Extranjero,2018M09,6.335
4348,16 País Vasco,Viajero,Residentes en el Extranjero,2018M08,8.334
4349,16 País Vasco,Viajero,Residentes en el Extranjero,2018M07,9.366
4350,16 País Vasco,Viajero,Residentes en el Extranjero,2018M06,7.898
4351,16 País Vasco,Viajero,Residentes en el Extranjero,2018M05,7.062
4352,16 País Vasco,Viajero,Residentes en el Extranjero,2018M04,3.950
4353,16 País Vasco,Viajero,Residentes en el Extranjero,2018M03,1.799
4354,16 País Vasco,Viajero,Residentes en el Extranjero,2018M02,1.007
4355,16 País Vasco,Viajero,Residentes en el Extranjero,2018M01,905
4356,16 País Vasco,Pernoctaciones,Total ,2021M08,71.629
4357,16 País Vasco,Pernoctaciones,Total ,2021M07,49.545
4358,16 País Vasco,Pernoctaciones,Total ,2021M06,29.183
4359,16 País Vasco,Pernoctaciones,Total ,2021M05,17.334
4360,16 País Vasco,Pernoctaciones,Total ,2021M04,18.553
4361,16 País Vasco,Pernoctaciones,Total ,2021M03,16.422
4362,16 País Vasco,Pernoctaciones,Total ,2021M02,11.082
4363,16 País Vasco,Pernoctaciones,Total ,2021M01,11.681
4364,16 País Vasco,Pernoctaciones,Total ,2020M12,14.699
4365,16 País Vasco,Pernoctaciones,Total ,2020M11,13.146
4366,16 País Vasco,Pernoctaciones,Total ,2020M10,21.400
4367,16 País Vasco,Pernoctaciones,Total ,2020M09,26.335
4368,16 País Vasco,Pernoctaciones,Total ,2020M08,52.535
4369,16 País Vasco,Pernoctaciones,Total ,2020M07,38.812
4370,16 País Vasco,Pernoctaciones,Total ,2020M06,15.844
4371,16 País Vasco,Pernoctaciones,Total ,2020M05,10.933
4372,16 País Vasco,Pernoctaciones,Total ,2020M04,0
4373,16 País Vasco,Pernoctaciones,Total ,2020M03,13.437
4374,16 País Vasco,Pernoctaciones,Total ,2020M02,25.946
4375,16 País Vasco,Pernoctaciones,Total ,2020M01,25.307
4376,16 País Vasco,Pernoctaciones,Total ,2019M12,36.370
4377,16 País Vasco,Pernoctaciones,Total ,2019M11,32.802
4378,16 País Vasco,Pernoctaciones,Total ,2019M10,47.313
4379,16 País Vasco,Pernoctaciones,Total ,2019M09,54.752
4380,16 País Vasco,Pernoctaciones,Total ,2019M08,78.271
4381,16 País Vasco,Pernoctaciones,Total ,2019M07,72.334
4382,16 País Vasco,Pernoctaciones,Total ,2019M06,55.857
4383,16 País Vasco,Pernoctaciones,Total ,2019M05,48.159
4384,16 País Vasco,Pernoctaciones,Total ,2019M04,45.654
4385,16 País Vasco,Pernoctaciones,Total ,2019M03,31.484
4386,16 País Vasco,Pernoctaciones,Total ,2019M02,23.840
4387,16 País Vasco,Pernoctaciones,Total ,2019M01,21.799
4388,16 País Vasco,Pernoctaciones,Total ,2018M12,33.391
4389,16 País Vasco,Pernoctaciones,Total ,2018M11,30.040
4390,16 País Vasco,Pernoctaciones,Total ,2018M10,43.920
4391,16 País Vasco,Pernoctaciones,Total ,2018M09,49.491
4392,16 País Vasco,Pernoctaciones,Total ,2018M08,79.456
