Comunidades autónomas,Sexo,Edad,Tipo de dato,Periodo,Total
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM21,169.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM22,186.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM23,167.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM24,185.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM25,193.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM26,180.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM27,178.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM28,155.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM29,224.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM30,147.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM31,208.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM32,189.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM33,177.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM34,173.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM35,167.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM36,205.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM37,164.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM38,167.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM39,193.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM40,194.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM41,187.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM42,201.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM43,171.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM44,183.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM45,206.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM46,190.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM47,186.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM48,195.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM49,208.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM50,177.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM51,204.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM52,206.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM01,200.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM02,210.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM03,212.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM04,203.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM05,218.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM06,208.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM07,166.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM08,195.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM09,193.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM10,180.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM11,203.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM12,248.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM13,262.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM14,280.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM15,215.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM16,224.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM17,175.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM18,186.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM19,186.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM20,177.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM21,185.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM22,200.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM23,172.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM24,173.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM25,185.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM26,178.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM27,166.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM28,171.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM29,188.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM30,184.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM31,198.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM32,205.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM33,194.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM34,187.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM35,209.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM36,215.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM37,171.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM38,216.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM39,178.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM40,192.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM41,186.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM42,192.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM43,214.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM44,170.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM45,184.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM46,194.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM47,201.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM48,211.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM49,176.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM50,187.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM51,217.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM52,192.0
Total Nacional,Total,De 50 a 54 años,Dato base,2020SM53,186.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM01,244.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM02,208.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM03,224.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM04,253.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM05,215.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM06,198.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM07,240.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM08,187.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM09,198.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM10,184.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM11,174.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM12,207.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM13,175.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM14,189.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM15,191.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM16,195.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM17,199.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM18,176.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM19,175.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM20,181.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM21,187.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM22,181.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM23,203.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM24,171.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM25,175.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM26,172.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM27,169.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM28,181.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM29,191.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM30,190.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM31,198.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM32,193.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM33,186.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM34,182.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM35,186.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM36,192.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM37,206.0
Total Nacional,Total,De 50 a 54 años,Dato base,2021SM38,169.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM01,132.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM02,114.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM03,108.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM04,126.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM05,115.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM06,125.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM07,111.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM08,117.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM09,108.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM10,108.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM11,121.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM12,101.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM13,104.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM14,101.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM15,111.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM16,102.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM17,113.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM18,88.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM19,116.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM20,111.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM21,102.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM22,98.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM23,124.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM24,101.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM25,105.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM26,105.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM27,110.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM28,116.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM29,106.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM30,107.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM31,86.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM32,127.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM33,105.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM34,107.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM35,110.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM36,111.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM37,108.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM38,112.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM39,129.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM40,108.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM41,110.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM42,92.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM43,110.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM44,101.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM45,130.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM46,103.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM47,121.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM48,97.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM49,104.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM50,100.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM51,114.0
Total Nacional,Total,De 45 a 49 años,Dato base,2019SM52,97.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM01,107.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM02,109.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM03,120.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM04,122.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM05,143.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM06,106.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM07,101.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM08,115.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM09,123.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM10,116.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM11,121.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM12,148.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM13,169.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM14,153.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM15,136.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM16,132.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM17,88.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM18,102.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM19,116.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM20,95.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM21,103.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM22,119.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM23,104.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM24,108.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM25,99.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM26,104.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM27,97.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM28,108.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM29,99.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM30,98.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM31,105.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM32,107.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM33,101.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM34,119.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM35,113.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM36,96.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM37,119.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM38,109.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM39,121.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM40,122.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM41,121.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM42,127.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM43,142.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM44,111.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM45,116.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM46,112.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM47,77.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM48,109.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM49,125.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM50,120.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM51,100.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM52,106.0
Total Nacional,Total,De 45 a 49 años,Dato base,2020SM53,117.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM01,135.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM02,125.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM03,152.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM04,140.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM05,132.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM06,96.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM07,112.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM08,116.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM09,107.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM10,105.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM11,117.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM12,109.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM13,99.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM14,117.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM15,114.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM16,101.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM17,108.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM18,112.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM19,112.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM20,104.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM21,96.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM22,116.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM23,103.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM24,102.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM25,108.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM26,101.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM27,126.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM28,113.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM29,109.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM30,114.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM31,124.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM32,117.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM33,131.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM34,102.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM35,108.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM36,125.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM37,108.0
Total Nacional,Total,De 45 a 49 años,Dato base,2021SM38,91.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM01,83.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM02,59.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM03,71.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM04,78.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM05,51.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM06,55.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM07,75.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM08,78.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM09,62.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM10,42.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM11,65.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM12,57.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM13,74.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM14,49.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM15,50.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM16,49.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM17,53.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM18,51.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM19,58.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM20,56.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM21,57.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM22,70.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM23,55.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM24,50.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM25,52.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM26,60.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM27,67.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM28,62.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM29,62.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM30,61.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM31,61.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM32,54.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM33,61.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM34,55.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM35,73.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM36,46.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM37,63.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM38,61.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM39,49.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM40,60.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM41,53.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM42,67.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM43,60.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM44,67.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM45,68.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM46,63.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM47,58.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM48,51.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM49,62.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM50,63.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM51,63.0
Total Nacional,Total,De 40 a 44 años,Dato base,2019SM52,46.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM01,82.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM02,62.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM03,56.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM04,65.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM05,80.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM06,70.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM07,66.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM08,71.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM09,55.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM10,58.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM11,55.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM12,69.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM13,82.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM14,69.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM15,73.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM16,53.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM17,67.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM18,62.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM19,70.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM20,67.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM21,59.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM22,61.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM23,73.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM24,57.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM25,54.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM26,62.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM27,70.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM28,65.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM29,70.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM30,52.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM31,82.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM32,73.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM33,62.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM34,67.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM35,75.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM36,66.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM37,75.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM38,77.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM39,81.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM40,59.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM41,63.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM42,64.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM43,80.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM44,62.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM45,78.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM46,70.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM47,82.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM48,59.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM49,63.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM50,63.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM51,75.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM52,63.0
Total Nacional,Total,De 40 a 44 años,Dato base,2020SM53,76.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM01,72.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM02,62.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM03,84.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM04,72.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM05,60.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM06,71.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM07,76.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM08,72.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM09,78.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM10,59.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM11,73.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM12,51.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM13,80.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM14,54.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM15,66.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM16,61.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM17,56.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM18,83.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM19,66.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM20,60.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM21,63.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM22,64.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM23,61.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM24,65.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM25,66.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM26,67.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM27,92.0
Total Nacional,Total,De 40 a 44 años,Dato base,2021SM28,63.0
