Comunidades autónomas,Sexo,Edad,Tipo de dato,Periodo,Total
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM10,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM11,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM12,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM13,7.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM14,1.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM15,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM16,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM17,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM18,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM19,0.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM20,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM21,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM22,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM23,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM24,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM25,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM26,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM27,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM28,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM29,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM30,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM31,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM32,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM33,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM34,7.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM35,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM36,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM37,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM38,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM39,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM40,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM41,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM42,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM43,8.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM44,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM45,6.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM46,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM47,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM48,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM49,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM50,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM51,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM52,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM53,7.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM01,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM02,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM03,0.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM04,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM05,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM06,6.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM07,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM08,6.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM09,11.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM10,6.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM11,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM12,1.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM13,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM14,1.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM15,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM16,1.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM17,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM18,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM19,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM20,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM21,8.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM22,0.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM23,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM24,6.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM25,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM26,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM27,7.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM28,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM29,6.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM30,7.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM31,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM32,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM33,7.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM34,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM35,6.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM36,1.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM37,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2021SM38,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM01,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM02,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM03,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM04,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM05,6.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM06,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM07,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM08,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM09,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM10,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM11,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM12,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM13,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM14,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM15,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM16,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM17,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM18,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM19,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM20,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM21,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM22,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM23,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM24,6.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM25,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM26,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM27,6.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM28,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM29,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM30,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM31,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM32,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM33,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM34,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM35,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM36,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM37,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM38,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM39,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM40,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM41,5.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM42,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM43,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM44,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM45,0.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM46,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM47,0.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM48,5.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM49,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM50,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM51,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2019SM52,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM01,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM02,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM03,5.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM04,8.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM05,6.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM06,6.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM07,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM08,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM09,0.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM10,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM11,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM12,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM13,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM14,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM15,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM16,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM17,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM18,0.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM19,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM20,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM21,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM22,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM23,7.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM24,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM25,0.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM26,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM27,5.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM28,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM29,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM30,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM31,5.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM32,0.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM33,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM34,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM35,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM36,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM37,6.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM38,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM39,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM40,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM41,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM42,0.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM43,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM44,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM45,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM46,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM47,0.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM48,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM49,0.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM50,0.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM51,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM52,7.0
Total Nacional,Total,De 5 a 9 años,Dato base,2020SM53,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM01,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM02,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM03,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM04,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM05,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM06,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM07,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM08,0.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM09,0.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM10,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM11,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM12,7.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM13,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM14,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM15,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM16,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM17,5.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM18,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM19,5.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM20,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM21,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM22,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM23,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM24,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM25,8.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM26,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM27,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM28,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM29,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM30,9.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM31,0.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM32,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM33,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM34,1.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM35,3.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM36,4.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM37,2.0
Total Nacional,Total,De 5 a 9 años,Dato base,2021SM38,7.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM01,37.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM02,28.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM03,27.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM04,13.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM05,26.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM06,23.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM07,27.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM08,26.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM09,25.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM10,24.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM11,26.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM12,19.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM13,29.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM14,27.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM15,26.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM16,15.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM17,20.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM18,23.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM19,17.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM20,20.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM21,26.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM22,18.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM23,18.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM24,18.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM25,19.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM26,20.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM27,27.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM28,24.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM29,15.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM30,24.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM31,21.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM32,21.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM33,16.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM34,27.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM35,21.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM36,19.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM37,12.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM38,25.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM39,14.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM40,25.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM41,27.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM42,19.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM43,21.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM44,12.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM45,16.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM46,21.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM47,24.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM48,27.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM49,29.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM50,28.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM51,30.0
Total Nacional,Total,De 0 a 4 años,Dato base,2019SM52,32.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM01,20.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM02,29.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM03,24.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM04,28.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM05,29.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM06,33.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM07,22.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM08,25.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM09,22.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM10,23.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM11,20.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM12,20.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM13,14.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM14,19.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM15,28.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM16,23.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM17,21.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM18,11.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM19,23.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM20,13.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM21,10.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM22,25.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM23,22.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM24,18.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM25,16.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM26,22.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM27,18.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM28,16.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM29,24.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM30,31.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM31,25.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM32,21.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM33,13.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM34,17.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM35,28.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM36,11.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM37,17.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM38,22.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM39,24.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM40,18.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM41,17.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM42,22.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM43,17.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM44,14.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM45,15.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM46,20.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM47,20.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM48,19.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM49,28.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM50,19.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM51,30.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM52,18.0
Total Nacional,Total,De 0 a 4 años,Dato base,2020SM53,13.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM01,17.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM02,14.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM03,20.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM04,15.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM05,20.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM06,22.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM07,20.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM08,20.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM09,19.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM10,19.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM11,24.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM12,19.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM13,21.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM14,21.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM15,15.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM16,19.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM17,18.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM18,21.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM19,20.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM20,22.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM21,17.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM22,21.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM23,15.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM24,17.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM25,29.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM26,22.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM27,29.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM28,26.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM29,13.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM30,22.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM31,23.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM32,20.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM33,29.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM34,32.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM35,26.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM36,17.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM37,26.0
Total Nacional,Total,De 0 a 4 años,Dato base,2021SM38,23.0
